127,173
319,373
33,310
38,246
410,477
73,66
265,72
354,249
292,155
68,120
389,65
440,134
438,448
32,232
111,470
28,285
48,490
422,396
411,274
91,442
251,313
478,456
143,308
36,153
102,360
356,488
152,389
10,204
401,46
143,224
408,270
150,316
189,173
183,225
349,262
428,329
34,8
391,438
235,432
462,216
78,82
154,267
462,481
102,84
374,81
185,74
37,399
335,14
254,147
223,181
240,386
8,365
313,330
379,5
374,238
327,73
288,380
401,36
393,326
95,401
100,441
196,382
148,483
295,347
200,377
383,202
326,205
313,247
306,30
187,70
67,441
42,342
64,414
4,15
7,286
382,404
161,310
160,273
135,63
200,420
202,301
462,369
175,372
229,456
392,445
102,431
163,351
375,173
323,468
310,364
372,340
109,267
315,125
360,312
408,420
353,36
424,167
145,208
1,270
112,422
179,212
121,418
386,69
181,178
487,444
301,125
476,403
146,220
417,183
367,228
82,451
328,3
70,107
335,181
142,464
105,479
394,456
390,418
360,104
266,19
238,3
156,137
28,261
87,456
382,304
237,284
42,482
470,159
108,109
304,324
407,121
162,31
34,261
64,221
404,379
155,156
194,371
370,18
49,384
418,140
28,236
360,126
181,99
95,392
86,327
253,11
346,167
369,285
92,430
325,136
193,335
5,35
3,457
11,68
406,244
451,384
337,24
89,183
89,488
386,43
75,414
35,18
39,223
312,42
228,16
288,19
477,198
478,437
388,293
419,454
449,41
63,291
258,391
122,481
472,426
262,170
166,438
38,343
328,233
439,490
15,216
312,156
264,156
381,176
462,87
458,40
172,188
64,170
235,65
66,291
46,264
262,348
88,334
383,27
436,5
414,221
224,104
175,277
413,447
118,264
456,284
242,428
46,166
104,144
21,88
204,352
102,429
313,447
330,180
447,86
166,83
34,23
166,276
377,221
71,83
367,366
28,204
70,384
307,227
404,159
208,337
3,278
240,401
426,257
376,162
354,287
195,47
402,131
402,272
239,456
469,2
148,277
74,400
248,222
182,337
43,340
335,433
411,140
486,179
401,445
335,332
434,312
269,207
55,356
74,450
365,203
58,307
30,13
440,201
150,434
53,328
96,198
43,123
355,168
435,463
212,210
429,100
244,455
386,432
306,296
134,431
430,249
484,366
286,99
194,157
124,354
103,356
358,232
337,397
257,47
127,9
122,438
339,70
234,459
442,17
45,388
90,411
308,11
36,378
237,159
336,377
9,220
234,388
121,425
356,377
117,429
387,136
458,300
388,108
327,7
171,353
121,143
95,402
166,293
33,77
253,63
195,14
122,398
186,112
148,90
423,374
437,189
148,401
316,391
46,258
428,420
52,155
277,425
65,313
382,355
164,47
240,264
446,68
411,213
393,141
424,138
173,332
282,36
455,327
139,188
467,475
436,334
188,47
384,329
216,420
188,278
15,387
279,64
127,394
151,280
442,249
111,65
144,220
423,75
380,448
394,416
211,258
327,10
150,55
114,420
292,248
7,113
111,475
160,213
256,63
133,448
424,252
184,348
322,30
154,357
42,46
262,303
302,121
123,384
359,473
198,45
60,289
430,46
320,10
192,191
141,441
173,166
307,190
401,424
309,76
135,362
433,25
56,489
376,449
44,190
229,260
394,448
187,89
395,381
151,90
349,6
66,262
370,109
428,143
60,239
67,55
64,70
270,446
472,465
267,116
456,355
476,248
337,389
133,465
345,80
116,270
81,295
272,189
357,201
373,454
182,177
444,273
125,378
414,116
220,23
380,259
378,317
459,285
277,440
208,151
329,234
150,310
458,198
171,254
150,233
190,483
108,85
73,16
485,158
249,302
439,474
211,135
51,158
101,121
251,440
274,239
271,39
283,221
122,95
232,63
264,347
338,351
128,359
359,107
218,265
307,416
189,214
402,382
304,394
180,48
237,254
160,181
439,163
486,392
263,18
226,3
21,88
147,276
331,71
282,117
132,415
213,478
89,443
51,416
156,320
88,463
189,333
86,478
32,317
225,84
342,409
178,472
355,421
162,328
337,27
440,257
199,294
218,461
311,65
480,287
41,471
248,361
380,250
455,142
242,92
250,5
114,454
48,53
7,419
457,324
52,289
318,56
204,162
86,425
427,461
408,406
163,337
149,12
210,232
6,253
111,185
3,447
278,98
253,461
90,49
233,41
263,447
31,24
326,267
365,465
18,153
419,278
175,166
137,357
57,482
40,209
207,170
408,273
291,457
6,183
10,264
140,441
481,222
100,183
75,470
472,396
152,105
24,394
250,455
486,390
461,300
227,339
261,37
184,180
2,283
200,330
121,59
428,21
410,61
226,267
34,219
194,94
365,252
408,315
342,57
146,198
434,474
370,339
49,460
159,95
216,141
232,139
362,315
462,404
155,142
430,254
204,271
112,111
171,189
412,118
459,276
145,355
356,313
207,126
99,163
186,243
184,104
120,39
408,318
329,93
469,287
465,462
272,445
312,128
439,473
50,468
259,452
180,145
279,471
162,117
413,136
129,37
480,38
287,19
472,239
12,466
314,219
124,397
438,358
238,484
454,291
161,239
78,395
6,160
93,120
190,338
74,217
486,337
78,312
200,273
408,171
306,162
95,226
432,203
167,473
54,291
291,272
246,371
132,13
65,76
339,391
122,249
2,308
284,416
433,101
244,168
56,279
304,204
220,476
35,407
468,96
41,440
423,411
366,407
452,328
486,325
71,277
322,355
434,156
440,129
79,325
314,18
443,43
449,231
20,134
315,154
202,10
135,312
217,108
213,302
105,297
466,31
402,137
401,347
419,438
130,110
194,23
454,388
291,175
214,35
410,405
166,266
129,424
403,467
197,85
410,111
382,10
264,113
200,68
357,117
271,332
